source_file,participant_uuid,study,study_version,collection_mode,prolific_pid,prolific_study_id,prolific_session_id,assignment_source,item_route,local_condition_id,global_condition_id,item,prior,qud,utterance_id,utterance_family,utterance_polarity,is_implicative,consent_given,consent_rt_ms,instructions_rt_ms,ratings_rt_ms,rating_order,try_rating,try_rating_01,completion_rating,completion_rating_01,naturalness_rating,naturalness_rating_01,demographics_rt_ms,age,gender,education,native_language,country,screening_reasons,screening_status,analysis_exclusion_reasons,analysis_status,data_schema_version
record_000625.json,U000188,main-experiment,main-experiment-photo-1.2.0,main,P000951,S000002,T000220,datapipe-sequential-photo,photo,25,25,photo,low,TRY?,didnt_manage,manage,negative,True,True,6665,12341,103382,TRY?|P?|NAT,0,0.0,0,0.0,98,0.98,49177,31,woman,master,english-and-other,canada,,include,,include,main-exp-1.0.0
record_000631.json,U000147,main-experiment,main-experiment-photo-1.2.0,main,P001130,S000002,T000138,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,2996,3169,27261,TRY?|P?|NAT,100,1.0,100,1.0,100,1.0,390281,30,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000638.json,U000074,main-experiment,main-experiment-photo-1.2.0,main,P000237,S000002,T000167,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,8045,27322,52580,TRY?|P?|NAT,76,0.76,3,0.03,41,0.41,16977,37,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000639.json,U000465,main-experiment,main-experiment-photo-1.2.0,main,P000517,S000002,T000574,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,11644,3971,53607,P?|TRY?|NAT,16,0.16,0,0.0,23,0.23,198213,33,woman,bachelor,english-only,canada,,include,,include,main-exp-1.0.0
record_000644.json,U000986,main-experiment,main-experiment-photo-1.2.0,main,P000941,S000002,T000059,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,8211,5241,43424,P?|TRY?|NAT,100,1.0,100,1.0,100,1.0,20411,45,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000645.json,U001292,main-experiment,main-experiment-photo-1.2.0,main,P001042,S000002,T000441,datapipe-sequential-photo,photo,11,11,photo,high,TRY?,didnt_fail,fail,negative,True,True,24291,2457,30791,P?|TRY?|NAT,93,0.93,77,0.77,3,0.03,547482,35,man,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000646.json,U000214,main-experiment,main-experiment-photo-1.2.0,main,P000923,S000002,T000856,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,3901,8225,90695,TRY?|P?|NAT,79,0.79,87,0.87,34,0.34,22661,37,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000650.json,U000700,main-experiment,main-experiment-photo-1.2.0,main,P001001,S000002,T000558,datapipe-sequential-photo,photo,15,15,photo,high,TRY?,didnt_try,try,negative,False,True,2462,9510,70530,P?|TRY?|NAT,0,0.0,0,0.0,100,1.0,32515,64,woman,some-college,english-and-other,united-states,,include,,include,main-exp-1.0.0
record_000661.json,U000197,main-experiment,main-experiment-photo-1.2.0,main,P000224,S000002,T000985,datapipe-sequential-photo,photo,31,31,photo,low,TRY?,didnt_try,try,negative,False,True,17415,1666,32961,P?|TRY?|NAT,5,0.05,7,0.07,78,0.78,11663,20,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000664.json,U000837,main-experiment,main-experiment-photo-1.2.0,main,P001082,S000002,T000373,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,12983,4713,45835,P?|TRY?|NAT,100,1.0,79,0.79,100,1.0,15583,65,man,associate,english-only,canada,,include,,include,main-exp-1.0.0
record_000665.json,U000594,main-experiment,main-experiment-photo-1.2.0,main,P000982,S000002,T000121,datapipe-sequential-photo,photo,25,25,photo,low,TRY?,didnt_manage,manage,negative,True,True,12398,5449,175590,TRY?|P?|NAT,17,0.17,0,0.0,68,0.68,55392,37,woman,bachelor,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000667.json,U000114,main-experiment,main-experiment-photo-1.2.0,main,P000471,S000002,T000261,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,18183,48879,79839,P?|TRY?|NAT,90,0.9,30,0.3,71,0.71,23837,59,woman,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000669.json,U000382,main-experiment,main-experiment-photo-1.2.0,main,P000294,S000002,T000334,datapipe-sequential-photo,photo,4,4,photo,high,P?,did,simple,positive,False,True,5469,5297,58806,TRY?|P?|NAT,70,0.7,72,0.72,24,0.24,22954,72,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000670.json,U000669,main-experiment,main-experiment-photo-1.2.0,main,P000328,S000002,T001068,datapipe-sequential-photo,photo,13,13,photo,high,TRY?,didnt,simple,negative,False,True,9584,11435,56913,P?|TRY?|NAT,11,0.11,10,0.1,73,0.73,20014,23,woman,some-college,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000671.json,U001238,main-experiment,main-experiment-photo-1.2.0,main,P000250,S000002,T000265,datapipe-sequential-photo,photo,16,16,photo,low,P?,managed,manage,positive,True,True,9972,1989,39534,P?|TRY?|NAT,69,0.69,70,0.7,66,0.66,50785,62,man,doctoral-professional,english-only,united-states,,include,,include,main-exp-1.0.0
record_000673.json,U001265,main-experiment,main-experiment-photo-1.2.0,main,P000300,S000002,T001305,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,4397,5918,61460,TRY?|P?|NAT,100,1.0,99,0.99,10,0.1,18581,41,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000677.json,U000983,main-experiment,main-experiment-photo-1.2.0,main,P000796,S000002,T000523,datapipe-sequential-photo,photo,4,4,photo,high,P?,did,simple,positive,False,True,3321,6912,57353,P?|TRY?|NAT,68,0.68,77,0.77,15,0.15,26604,62,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000680.json,U000807,main-experiment,main-experiment-photo-1.2.0,main,P000368,S000002,T000130,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,10013,1848,43648,P?|TRY?|NAT,10,0.1,11,0.11,85,0.85,14999,36,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000681.json,U000020,main-experiment,main-experiment-photo-1.2.0,main,P001061,S000002,T000618,datapipe-sequential-photo,photo,5,5,photo,high,P?,didnt,simple,negative,False,True,15855,5267,107860,TRY?|P?|NAT,0,0.0,0,0.0,100,1.0,27131,52,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000682.json,U000130,main-experiment,main-experiment-photo-1.2.0,main,P000015,S000002,T000873,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,4041,6358,34971,P?|TRY?|NAT,100,1.0,0,0.0,100,1.0,13979,33,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000687.json,U000535,main-experiment,main-experiment-photo-1.2.0,main,P001148,S000002,T001286,datapipe-sequential-photo,photo,27,27,photo,low,TRY?,didnt_fail,fail,negative,True,True,8137,13717,86046,TRY?|P?|NAT,90,0.9,82,0.82,4,0.04,32141,61,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000689.json,U001209,main-experiment,main-experiment-photo-1.2.0,main,P000114,S000002,T000084,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,5518,1614,34418,TRY?|P?|NAT,94,0.94,93,0.93,92,0.92,11141,20,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000694.json,U000195,main-experiment,main-experiment-photo-1.2.0,main,P001251,S000002,T000623,datapipe-sequential-photo,photo,13,13,photo,high,TRY?,didnt,simple,negative,False,True,3403,2689,48323,P?|TRY?|NAT,8,0.08,90,0.9,79,0.79,14548,32,man,bachelor,english-only,canada,,include,,include,main-exp-1.0.0
record_000695.json,U000340,main-experiment,main-experiment-photo-1.2.0,main,P001093,S000002,T000375,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,2434,2994,32642,P?|TRY?|NAT,100,1.0,1,0.01,100,1.0,16294,27,woman,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000697.json,U000741,main-experiment,main-experiment-photo-1.2.0,main,P000009,S000002,T000336,datapipe-sequential-photo,photo,4,4,photo,high,P?,did,simple,positive,False,True,2348,1092,19191,P?|TRY?|NAT,99,0.99,100,1.0,100,1.0,11071,29,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000700.json,U001261,main-experiment,main-experiment-photo-1.2.0,main,P000378,S000002,T000813,datapipe-sequential-photo,photo,25,25,photo,low,TRY?,didnt_manage,manage,negative,True,True,3173,2025,54226,P?|TRY?|NAT,11,0.11,2,0.02,61,0.61,14957,43,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000706.json,U000324,main-experiment,main-experiment-photo-1.2.0,main,P000384,S000002,T000024,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,2033,2626,131411,P?|TRY?|NAT,73,0.73,17,0.17,63,0.63,23673,36,man,bachelor,english-and-other,united-states,,include,,include,main-exp-1.0.0
record_000714.json,U001188,main-experiment,main-experiment-photo-1.2.0,main,P000894,S000002,T000018,datapipe-sequential-photo,photo,18,18,photo,low,P?,failed,fail,positive,True,True,10580,3345,45773,TRY?|P?|NAT,10,0.1,18,0.18,22,0.22,16606,32,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000716.json,U000753,main-experiment,main-experiment-photo-1.2.0,main,P001055,S000002,T000722,datapipe-sequential-photo,photo,3,3,photo,high,P?,didnt_fail,fail,negative,True,True,7698,9927,47061,P?|TRY?|NAT,100,1.0,100,1.0,0,0.0,16383,72,woman,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000720.json,U000806,main-experiment,main-experiment-photo-1.2.0,main,P000198,S000002,T000930,datapipe-sequential-photo,photo,16,16,photo,low,P?,managed,manage,positive,True,True,2700,2455,100326,TRY?|P?|NAT,100,1.0,0,0.0,100,1.0,30079,43,woman,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000721.json,U000687,main-experiment,main-experiment-photo-1.2.0,main,P000537,S000002,T000982,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,14078,4497,79909,P?|TRY?|NAT,65,0.65,19,0.19,37,0.37,33359,26,woman,bachelor,english-only,canada,,include,,include,main-exp-1.0.0
record_000726.json,U000131,main-experiment,main-experiment-photo-1.2.0,main,P001192,S000002,T000721,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,2135,6613,85233,TRY?|P?|NAT,16,0.16,12,0.12,66,0.66,33268,47,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000728.json,U001189,main-experiment,main-experiment-photo-1.2.0,main,P001078,S000002,T000280,datapipe-sequential-photo,photo,31,31,photo,low,TRY?,didnt_try,try,negative,False,True,15706,9479,58902,P?|TRY?|NAT,4,0.04,7,0.07,66,0.66,17257,43,man,associate,english-only,canada,,include,,include,main-exp-1.0.0
record_000729.json,U000261,main-experiment,main-experiment-photo-1.2.0,main,P001125,S000002,T001200,datapipe-sequential-photo,photo,21,21,photo,low,P?,didnt,simple,negative,False,True,6046,7106,46927,P?|TRY?|NAT,19,0.19,0,0.0,19,0.19,27005,30,man,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000730.json,U000645,main-experiment,main-experiment-photo-1.2.0,main,P000339,S000002,T000146,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,9611,154964,161246,TRY?|P?|NAT,96,0.96,96,0.96,88,0.88,11045,38,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000732.json,U001281,main-experiment,main-experiment-photo-1.2.0,main,P000479,S000002,T000632,datapipe-sequential-photo,photo,2,2,photo,high,P?,failed,fail,positive,True,True,24270,7882,72506,P?|TRY?|NAT,16,0.16,0,0.0,100,1.0,29825,65,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000734.json,U000882,main-experiment,main-experiment-photo-1.2.0,main,P000065,S000002,T000645,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,5304,7018,39270,P?|TRY?|NAT,100,1.0,98,0.98,94,0.94,19130,55,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000735.json,U000235,main-experiment,main-experiment-photo-1.2.0,main,P000116,S000002,T000190,datapipe-sequential-photo,photo,2,2,photo,high,P?,failed,fail,positive,True,True,3485,4345,46410,TRY?|P?|NAT,88,0.88,8,0.08,11,0.11,21166,73,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000736.json,U000286,main-experiment,main-experiment-photo-1.2.0,main,P000421,S000002,T000934,datapipe-sequential-photo,photo,2,2,photo,high,P?,failed,fail,positive,True,True,2378,1549,38416,P?|TRY?|NAT,63,0.63,28,0.28,19,0.19,12234,21,woman,bachelor,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000738.json,U000417,main-experiment,main-experiment-photo-1.2.0,main,P001175,S000002,T001170,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,5757,10549,102031,TRY?|P?|NAT,1,0.01,1,0.01,13,0.13,17511,26,woman,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000747.json,U000744,main-experiment,main-experiment-photo-1.2.0,main,P000813,S000002,T000673,datapipe-sequential-photo,photo,23,23,photo,low,P?,didnt_try,try,negative,False,True,3965,11380,33092,P?|TRY?|NAT,13,0.13,8,0.08,79,0.79,19752,24,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000749.json,U000418,main-experiment,main-experiment-photo-1.2.0,main,P001295,S000002,T000669,datapipe-sequential-photo,photo,15,15,photo,high,TRY?,didnt_try,try,negative,False,True,9668,5850,55022,P?|TRY?|NAT,67,0.67,66,0.66,18,0.18,69159,29,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000750.json,U000203,main-experiment,main-experiment-photo-1.2.0,main,P000286,S000002,T000086,datapipe-sequential-photo,photo,21,21,photo,low,P?,didnt,simple,negative,False,True,6294,4389,67128,P?|TRY?|NAT,9,0.09,6,0.06,75,0.75,18233,53,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000751.json,U000809,main-experiment,main-experiment-photo-1.2.0,main,P000863,S000002,T000758,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,8391,969,385766,P?|TRY?|NAT,62,0.62,0,0.0,90,0.9,13744,37,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000752.json,U001246,main-experiment,main-experiment-photo-1.2.0,main,P000674,S000002,T000929,datapipe-sequential-photo,photo,4,4,photo,high,P?,did,simple,positive,False,True,2703,1925,23664,P?|TRY?|NAT,100,1.0,100,1.0,100,1.0,14251,55,man,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000754.json,U000173,main-experiment,main-experiment-photo-1.2.0,main,P000584,S000002,T000216,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,30047,16037,92379,P?|TRY?|NAT,49,0.49,71,0.71,86,0.86,13990,21,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000756.json,U000548,main-experiment,main-experiment-photo-1.2.0,main,P001052,S000002,T000628,datapipe-sequential-photo,photo,12,12,photo,high,TRY?,did,simple,positive,False,True,5028,8477,64527,P?|TRY?|NAT,97,0.97,95,0.95,96,0.96,18503,54,woman,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000758.json,U000052,main-experiment,main-experiment-photo-1.2.0,main,P000451,S000002,T000013,datapipe-sequential-photo,photo,11,11,photo,high,TRY?,didnt_fail,fail,negative,True,True,13026,16477,81225,P?|TRY?|NAT,100,1.0,100,1.0,0,0.0,13114,23,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000759.json,U000128,main-experiment,main-experiment-photo-1.2.0,main,P000910,S000002,T001256,datapipe-sequential-photo,photo,2,2,photo,high,P?,failed,fail,positive,True,True,4179,5190,24251,TRY?|P?|NAT,15,0.15,9,0.09,72,0.72,12669,42,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000761.json,U000710,main-experiment,main-experiment-photo-1.2.0,main,P000647,S000002,T001254,datapipe-sequential-photo,photo,31,31,photo,low,TRY?,didnt_try,try,negative,False,True,6147,219447,140540,TRY?|P?|NAT,16,0.16,0,0.0,39,0.39,20339,42,woman,some-college,english-and-other,united-states,,include,,include,main-exp-1.0.0
record_000766.json,U000570,main-experiment,main-experiment-photo-1.2.0,main,P001296,S000002,T001134,datapipe-sequential-photo,photo,27,27,photo,low,TRY?,didnt_fail,fail,negative,True,True,3223,5705,60291,P?|TRY?|NAT,94,0.94,94,0.94,2,0.02,16029,53,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000773.json,U000519,main-experiment,main-experiment-photo-1.2.0,main,P000112,S000002,T000847,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,4478,1712,89414,P?|TRY?|NAT,86,0.86,86,0.86,70,0.7,17030,45,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000775.json,U001260,main-experiment,main-experiment-photo-1.2.0,main,P001119,S000002,T000891,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,2444,6248,33651,P?|TRY?|NAT,96,0.96,78,0.78,88,0.88,64708,59,woman,associate,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000777.json,U000440,main-experiment,main-experiment-photo-1.2.0,main,P001178,S000002,T001126,datapipe-sequential-photo,photo,12,12,photo,high,TRY?,did,simple,positive,False,True,34587,6141,61282,P?|TRY?|NAT,94,0.94,92,0.92,52,0.52,12845,34,man,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000778.json,U001074,main-experiment,main-experiment-photo-1.2.0,main,P000055,S000002,T000366,datapipe-sequential-photo,photo,18,18,photo,low,P?,failed,fail,positive,True,True,3053,7405,426358,TRY?|P?|NAT,0,0.0,17,0.17,41,0.41,80375,38,man,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000779.json,U000358,main-experiment,main-experiment-photo-1.2.0,main,P000620,S000002,T000658,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,22403,5076,111176,TRY?|P?|NAT,21,0.21,0,0.0,10,0.1,19259,33,woman,bachelor,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
record_000780.json,U001160,main-experiment,main-experiment-photo-1.2.0,main,P000273,S000002,T000073,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,6426,3920,41783,TRY?|P?|NAT,100,1.0,35,0.35,22,0.22,22996,41,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000783.json,U001019,main-experiment,main-experiment-photo-1.2.0,main,P000017,S000002,T001145,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,137006,70708,32194,P?|TRY?|NAT,2,0.02,2,0.02,98,0.98,16022,21,man,high-school,english-only,canada,,include,,include,main-exp-1.0.0
record_000786.json,U000831,main-experiment,main-experiment-photo-1.2.0,main,P000067,S000002,T001270,datapipe-sequential-photo,photo,12,12,photo,high,TRY?,did,simple,positive,False,True,3914,1617,35875,P?|TRY?|NAT,100,1.0,100,1.0,71,0.71,18163,37,woman,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000791.json,U000947,main-experiment,main-experiment-photo-1.2.0,main,P000764,S000002,T001220,datapipe-sequential-photo,photo,30,30,photo,low,TRY?,tried,try,positive,False,True,26537,21512,54017,P?|TRY?|NAT,75,0.75,59,0.59,63,0.63,52662,30,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000793.json,U000590,main-experiment,main-experiment-photo-1.2.0,main,P000170,S000002,T000821,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,5775,6395,29290,TRY?|P?|NAT,100,1.0,100,1.0,100,1.0,12647,28,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000795.json,U001107,main-experiment,main-experiment-photo-1.2.0,main,P000786,S000002,T000794,datapipe-sequential-photo,photo,19,19,photo,low,P?,didnt_fail,fail,negative,True,True,2580,4508,49095,P?|TRY?|NAT,98,0.98,98,0.98,62,0.62,17473,53,woman,some-college,english-only,canada,,include,,include,main-exp-1.0.0
record_000798.json,U001121,main-experiment,main-experiment-photo-1.2.0,main,P000609,S000002,T001285,datapipe-sequential-photo,photo,8,8,photo,high,TRY?,managed,manage,positive,True,True,20651,5271,23685,TRY?|P?|NAT,82,0.82,82,0.82,81,0.81,10958,30,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000801.json,U000424,main-experiment,main-experiment-photo-1.2.0,main,P001065,S000002,T000518,datapipe-sequential-photo,photo,23,23,photo,low,P?,didnt_try,try,negative,False,True,6039,7061,34917,TRY?|P?|NAT,0,0.0,0,0.0,31,0.31,15959,45,man,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000807.json,U001230,main-experiment,main-experiment-photo-1.2.0,main,P000689,S000002,T000884,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,4125,6034,108920,P?|TRY?|NAT,26,0.26,10,0.1,84,0.84,26228,63,woman,some-college,english-only,canada,,include,,include,main-exp-1.0.0
record_000808.json,U000156,main-experiment,main-experiment-photo-1.2.0,main,P000457,S000002,T000502,datapipe-sequential-photo,photo,28,28,photo,low,TRY?,did,simple,positive,False,True,14877,3015,32744,TRY?|P?|NAT,100,1.0,100,1.0,99,0.99,18221,37,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000809.json,U000349,main-experiment,main-experiment-photo-1.2.0,main,P001048,S000002,T001019,datapipe-sequential-photo,photo,3,3,photo,high,P?,didnt_fail,fail,negative,True,True,4226,2014,54753,TRY?|P?|NAT,19,0.19,86,0.86,12,0.12,25164,28,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000814.json,U000093,main-experiment,main-experiment-photo-1.2.0,main,P000416,S000002,T001292,datapipe-sequential-photo,photo,22,22,photo,low,P?,tried,try,positive,False,True,2529,4242,43509,P?|TRY?|NAT,100,1.0,39,0.39,100,1.0,15775,33,woman,doctoral-professional,english-only,united-states,,include,,include,main-exp-1.0.0
record_000819.json,U001089,main-experiment,main-experiment-photo-1.2.0,main,P000089,S000002,T001279,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,19655,1144,38550,TRY?|P?|NAT,0,0.0,76,0.76,0,0.0,17212,34,man,some-college,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000823.json,U000972,main-experiment,main-experiment-photo-1.2.0,main,P000290,S000002,T000469,datapipe-sequential-photo,photo,0,0,photo,high,P?,managed,manage,positive,True,True,4492,5845,41150,TRY?|P?|NAT,100,1.0,100,1.0,67,0.67,14603,34,man,associate,english-only,canada,,include,,include,main-exp-1.0.0
record_000824.json,U001300,main-experiment,main-experiment-photo-1.2.0,main,P000258,S000002,T000652,datapipe-sequential-photo,photo,26,26,photo,low,TRY?,failed,fail,positive,True,True,3375,19512,73993,TRY?|P?|NAT,65,0.65,24,0.24,25,0.25,15927,40,woman,master,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000829.json,U001240,main-experiment,main-experiment-photo-1.2.0,main,P000144,S000002,T000708,datapipe-sequential-photo,photo,9,9,photo,high,TRY?,didnt_manage,manage,negative,True,True,60483,17302,40706,P?|TRY?|NAT,79,0.79,33,0.33,65,0.65,12103,35,man,high-school,english-only,united-states,,include,,include,main-exp-1.0.0
record_000830.json,U000330,main-experiment,main-experiment-photo-1.2.0,main,P001267,S000002,T000576,datapipe-sequential-photo,photo,7,7,photo,high,P?,didnt_try,try,negative,False,True,4967,6516,42967,TRY?|P?|NAT,19,0.19,14,0.14,9,0.09,16879,50,man,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000832.json,U000430,main-experiment,main-experiment-photo-1.2.0,main,P000661,S000002,T000784,datapipe-sequential-photo,photo,21,21,photo,low,P?,didnt,simple,negative,False,True,4234,49349,89245,TRY?|P?|NAT,0,0.0,0,0.0,100,1.0,14466,42,man,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000835.json,U001224,main-experiment,main-experiment-photo-1.2.0,main,P001038,S000002,T000359,datapipe-sequential-photo,photo,20,20,photo,low,P?,did,simple,positive,False,True,4213,5471,50510,P?|TRY?|NAT,29,0.29,31,0.31,27,0.27,17229,48,woman,master,english-only,united-states,,include,,include,main-exp-1.0.0
record_000836.json,U000299,main-experiment,main-experiment-photo-1.2.0,main,P000819,S000002,T000197,datapipe-sequential-photo,photo,14,14,photo,high,TRY?,tried,try,positive,False,True,2289,1631,37310,TRY?|P?|NAT,61,0.61,8,0.08,47,0.47,12519,29,man,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000837.json,U000438,main-experiment,main-experiment-photo-1.2.0,main,P000925,S000002,T000809,datapipe-sequential-photo,photo,3,3,photo,high,P?,didnt_fail,fail,negative,True,True,5160,6602,51048,TRY?|P?|NAT,100,1.0,98,0.98,7,0.07,31826,64,woman,bachelor,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000842.json,U001061,main-experiment,main-experiment-photo-1.2.0,main,P000206,S000002,T000592,datapipe-sequential-photo,photo,1,1,photo,high,P?,didnt_manage,manage,negative,True,True,6095,4162,61903,P?|TRY?|NAT,6,0.06,1,0.01,58,0.58,22277,30,woman,high-school,english-only,united-kingdom,,include,,include,main-exp-1.0.0
record_000844.json,U000497,main-experiment,main-experiment-photo-1.2.0,main,P000634,S000002,T000776,datapipe-sequential-photo,photo,18,18,photo,low,P?,failed,fail,positive,True,True,3992,4779,35638,P?|TRY?|NAT,0,0.0,0,0.0,13,0.13,15465,53,woman,bachelor,english-only,united-states,,include,,include,main-exp-1.0.0
record_000845.json,U000167,main-experiment,main-experiment-photo-1.2.0,main,P000180,S000002,T000017,datapipe-sequential-photo,photo,31,31,photo,low,TRY?,didnt_try,try,negative,False,True,6007,4501,31819,P?|TRY?|NAT,0,0.0,0,0.0,100,1.0,12609,32,man,some-college,english-only,united-states,,include,,include,main-exp-1.0.0
record_000847.json,U000080,main-experiment,main-experiment-photo-1.2.0,main,P000845,S000002,T000656,datapipe-sequential-photo,photo,4,4,photo,high,P?,did,simple,positive,False,True,11297,3980,92763,TRY?|P?|NAT,82,0.82,85,0.85,89,0.89,16869,26,woman,some-college,english-only,canada,,include,,include,main-exp-1.0.0
record_000850.json,U000255,main-experiment,main-experiment-photo-1.2.0,main,P000321,S000002,T000148,datapipe-sequential-photo,photo,12,12,photo,high,TRY?,did,simple,positive,False,True,2942,6327,49359,P?|TRY?|NAT,100,1.0,100,1.0,58,0.58,18207,66,woman,associate,english-only,united-states,,include,,include,main-exp-1.0.0
record_000853.json,U000769,main-experiment,main-experiment-photo-1.2.0,main,P000924,S000002,T000670,datapipe-sequential-photo,photo,6,6,photo,high,P?,tried,try,positive,False,True,4295,12249,100515,P?|TRY?|NAT,100,1.0,87,0.87,58,0.58,25314,28,man,master,english-and-other,united-kingdom,,include,,include,main-exp-1.0.0
